implementation,dataset,label,ncells,ndocs,index_source,index_path,queries,k,warmup,avg_time_s,qps,recall,avg_latency_ms,gpu_mem_current_mib,gpu_mem_peak_mib,gpu_mem_total_mib,torch_peak_allocated_mib,torch_peak_reserved_mib,source
plaid_gpu_resident,lotte,c3,2,1000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.006796,147.139542,0.942272,6.796000,20230.00,20230.00,32494.12,18657.41,19690.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c3m,2,1500,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.006947,143.948105,0.947970,6.947000,20230.00,20230.00,32494.12,18657.41,19690.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c4,2,2000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.007140,140.047506,0.950631,7.140000,20252.00,20252.00,32494.12,18657.48,19712.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c4m,2,3000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.007518,133.017886,0.952644,7.518000,20306.00,20306.00,32494.12,18657.48,19766.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c5,2,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.007957,125.681559,0.953702,7.957000,20366.00,20366.00,32494.12,18656.76,19826.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c5m,3,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.008744,114.364087,0.957387,8.744000,20856.00,20856.00,32494.12,18864.15,20316.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c7,4,4000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.009485,105.431873,0.958069,9.485000,21464.00,21464.00,32494.12,19123.75,20924.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c7m,4,6000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.010462,95.580336,0.958581,10.462000,21590.00,21590.00,32494.12,19124.11,21048.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c8,4,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.011395,87.755928,0.959331,11.395000,21708.00,21708.00,32494.12,19123.75,21166.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
plaid_gpu_resident,lotte,c8m,6,8000,dataset,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/dataset/lotte/colbert/indexes/4bit,2931,10,5,0.012854,77.795268,0.959638,12.854000,22636.00,22636.00,32494.12,19438.24,22094.00,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k10/lotte/plaid_gpu_resident/benchmark_results.csv
